#名前,職,index,タイプ,名称,系統,条件,サブ条件,条件備考,効果,サブ効果,効果備考,対象,サブ対象,対象備考,備考,武器名
,,,c,共闘の拳,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,battle_start,with_k,,mana_charge,mana_k,,resource,,,,
セレステ,K,213,1,蒼穹の機翼,heal,any_skill,,,heal_self,,,self,,,,
,,,,,buff_self,any_skill,,,adsup_m,,,self,,,,
,,,,,buff_self,wave_start,,,aup,,,self,,,,
,,,,,buff_self,wave_span,,2WAVEごと,dcup,,,self,,,,
,,,,,mana,wave_start,boost_on_field,砂浜/船上/海中,mana_boost,,,resource,,,,
フィリアナ,M,290,1,教師の魔導律,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,any,,,adcup,,,self,,,,
,,,,,buff_self,hp_upto,,,adcrup,,,self,,,,
,,,2,フロスヴァンガード,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,,,buff_self,with_m,,,asup,,,self,,,,
,,,,,buff_self,with_volunteers,job_m,,ascup,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_volunteers,,,,
,,,c,共闘の杖,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,mana_charged,,,aup,,,self,,,,
アリーチェ,M,291,1,全力全開,combat,attack,,,combat,combat_only,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,,,buff_self,mana_droped,,,adscup_m,,,self,,,,
,,,,,buff_all,mana_droped,mana_m,,aup_m,,,all,,,,
,,,,,,,,,,,,,,,,
# 狐と犬の雪遊戯,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
テリリア,F,430,1,雪の日も褒めて！,buff_self,any,,,adscup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,add_debuff,attack,,,weak_element,ice,,enemy,,,,
,,,2,暖かい冬衣装,field,in_snow,,,acup,,,self,,,,
,,,,,heal,in_field,,雪山,heal_cycle,,,self,,,,
,,,,,field,in_snow,,,adsup,,,all,,,,
,,,,,mana,wave_start,boost_on_field,雪山,mana_boost,,,resource,,,,
,,,p,,buff_self,with_f,,,adup,,,self,,,,
,,,,,heal,with_f,,,heal_cycle,,,self,,,,
,,,c,褒めてくれる？,field,in_snow,,,adup,,,self,,,,
イナミ,P,130,1,雪中の狐火,skillup,any,,,skill_atkup,,,self,,,,
,,,,,buff_self,any,,,sup,,,self,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_self,any,,,areashift,,,self,,,,
,,,,,buff_area,heal_action,,,acrup_m,,,heal_area_member,,,,
,,,2,食いしん坊の守護霊獣,mana,wave_start,,,composite,mana_fp,,resource,,,,
,,,,,mana,kill,skill,,mana_drop,,,resource,,,,
,,,,,buff_all,any_skill,,,extend_chain,,,all,,,,
,,,p,,buff_jobs,any,,,adup,,,job_f,,,,
,,,c,狐の贈り物,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
,,,,,,,,,,,,,,,,
# けものフレンズ2コラボ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
サーバル,F,431,1,サーバルのフレンズ,field,in_night,,,adsup,,,all,,,,
,,,,,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,2,かけっこ,buff_self,any,,,adsup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,buff_self,after_move,,,ascup_m,,,self,,,,
,,,,,buff_group,any,,,adup,,,group_others,,,,
,,,,,buff_group,any,,,add_down,,,group_others,,,,
,,,,,buff_group,any,,,adup,,,group_beasts,,,,
,,,,,buff_group,any,,,add_down,,,group_beasts,,,,
,,,p,,buff_self,with_f,,,adup,,,self,,,,
,,,,,heal,with_f,,,heal_cycle,,,self,,,,
,,,c,夜行性,field,in_night,,,adup,,,self,,,,
オオアルマジロ,F,432,1,オオアルマジロのフレンズ,buff_self,damaged,,,adup_m,,,self,,,,
,,,,,counter,any,with_span,,reflect_arrow,,,enemy,,,,
,,,,,invincible,dropout_self,,,invincible,,2回まで,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,2,名探偵の調査,buff_self,with_pu,,,adsup,,,self,,,,
,,,,,buff_self,with_pu,group_others,,adscup,,,self,,,,
,,,,,buff_self,with_pu,group_beasts,,adscup,,,self,,,,
,,,,,buff_all,any_skill,,,dup_m,,,all,,,,
,,,,,heal,any_skill,,,heal_all,,,all,,,,
,,,p,,buff_weapons,any,,,adup,,,weapon_pu,,,,
,,,c,敏腕探偵,buff_self,any,,,dup,,,self,,,,
オオセンザンコウ,F,433,1,オオセンザンコウのフレンズ,buff_self,in_attacking,,,asup_m,,,self,,,,
,,,,,counter,any,with_span,,counterattack,,,enemy,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_f,,resource,,,,
,,,2,名探偵の推理,buff_self,with_f,,,adsup,,,self,,,,
,,,,,buff_self,with_f,group_others,,adsrup,,,self,,,,
,,,,,buff_self,with_f,group_beasts,,adsrup,,,self,,,,
,,,,,buff_all,any_skill,,,aup_m,,,all,,,,
,,,p,,buff_jobs,any,,,adup,,,job_f,,,,
,,,c,鋭い推理力,buff_self,any,,,aup,,,self,,,,
カラカル,F,434,1,カラカルのフレンズ,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,field,in_night,,,adsup,,,self,,,,
,,,,,field,in_night,,,acrup,,,all,,,,
,,,2,サーバルの親友,buff_self,any,boost_on_enemy_area,,adscup,,,self,,,,
,,,,,heal,mana_droped,,,heal_cycle,,,self,,,,
,,,,,heal,mana_droped,mana_f,,heal_cycle,,,all,,,,
,,,p,,buff_self,with_f,,,adrup,,,self,,,,
,,,c,親友の絆,field,in_night,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
# 2000日記念レジェンドフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
トーガ,P,131,1,安らぎの祈祷,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_area,heal_action,,,dsup_m,,,heal_area_member,,,,
,,,2,施しの巡礼者,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,counter,any,with_span,,reflect_arrow,,,enemy,,,,
,,,,,buff_all,wave_start,,,aup_m,,,all,,,,
,,,,,buff_one,wave_start,,,crup_m,,,nearest,,,,
,,,p,,buff_jobs,any,,,adup,,,job_f,,,,
,,,c,智者の理,buff_self,any,,,healup,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,buff_one,wave_start,,,aup_m,,,hp_worst,,,,
ファティマ,M,292,1,絆の英雄・運命,mana,battle_start,,,mana_charge,compressed_mana_m,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_self,any,,,bullet_speedup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,add_debuff,shoot,,,shield_break,,,enemy,,,,
,,,2,黄金の魔女,buff_self,in_attacking,,,adup_m,,,self,,,,
,,,,,buff_self,mana_charged,,,adscrup,,,self,,,,
,,,,,buff_all,any_skill,boost_on_self,,aup_m,,,all,,,,
,,,p,,buff_jobs,any,,,adcup,,,job_m,,,,
,,,c,白紙の世界,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
オルガ,F,435,1,絆の英雄・山脈,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,critical,,,extra_attack,,,self,,,,
,,,,,buff_self,kill_count,,10体,mana_cost_down,,,self,,,,
,,,2,地脈の共鳴,buff_self,wave_start,,,adup,,,self,,,,
,,,,,heal,wave_start,,,heal_self,,,self,,,,
,,,,,buff_self,wave_start,,,dcrup_m,,,self,,,,
,,,,,buff_self,with_f,boost_on_union,迷宮山脈,adsup,,,self,,,,
,,,p,,buff_group,any,,,adcup,,,group_mountain,,,,
,,,c,轟く戦鎚,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,crup,,,self,,,,
シンフォニア,K,214,1,絢爛の護り手,buff_jobs,any,,,adup,,,job_k,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_slpi,,,,
,,,,,buff_self,link,,,aup,,,self,,,,
,,,,,heal,link,,3名以上,absorb,,,self,,,,
,,,2,団長としての覚悟,heal,wave_start,,,heal_jobs,,,job_k,nearest,,,
,,,,,buff_jobs,wave_start,,,adcup_m,,,job_k,nearest,,,
,,,,,buff_self,wave_start,,,aup,,,self,,,,
,,,,,buff_self,wave_span,,2WAVEごと,crup,,,self,,,,
,,,p,,buff_self,with_k,include_self,5名まで,adsup,,,self,,,,
,,,c,溢れる煌き,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
,,,,,,,,,,,,,,,,
# 魔神ハプス戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
フェーベ,K,215,1,アクロバットマニューバ,buff_self,wave_start,,,aup,,,self,,,,
,,,,,mana,wave_span,,2WAVEごとに2回,mana_drop,mana_k,,resource,,,,
,,,,,buff_self,after_move,,,adscup_m,,,self,,,,
,,,2,オメガエナジー,buff_jobs,with_ka,include_self,3名以上,adsup,,,job_ka,,,,
,,,,,buff_self,in_chain,,1・2Chain,mana_cost_down,,1Chainで-1/2Chainで-2,self,,,,
,,,,,buff_self,mana_empty,,,skill_once,,,self,,,,
,,,p,,buff_self,with_k,,,adsup,,,self,,,,
,,,c,機械仕掛けの翼,buff_self,any,,,adsup,,,self,,,,
イドゥベルガ,K,216,1,鉄の鼓動,buff_self,in_front,,,adscup,,,self,,,,
,,,,,heal,in_front,,,heal_cycle,,,self,,,,
,,,,,buff_self,any,,,rup,,,self,,,,
,,,,,add_debuff,critical,,,shield_break,,,enemy,,,,
,,,2,同調する身体,buff_jobs,with_ka,include_self,3名以上,adup,,,job_ka,,,,
,,,,,buff_self,scrap_lost,,,adsup,,,self,,,,
,,,p,,buff_self,with_k,,,adcup,,,self,,,,
,,,c,スチームハーツ,buff_self,any,,,aup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
ハプス,A,221,1,改造技術,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,,,buff_all,mana_droped,,,aup_m,,,all,,,,
,,,,,heal,mana_droped,,,heal_cycle,,,all,,,,
,,,,,buff_all,wave_start,,,adup_m,,,all,,,,
,,,,,buff_jobs,wave_start,,,cup_m,,,job_ka,,,,
,,,2,完全整備,mana,boss_wave,,,recycle_scrap,,2個,resource,,,,
,,,,,mana,wave_start,,,destroy_scrap,,残り全部,resource,,,,
,,,,,buff_self,scrap_lost,,,adsup,,,self,,,,
,,,p,,buff_self,with_a,,,acrup,,,self,,,,
,,,c,魔神の歯車,buff_self,shoot,,,aup,,,self,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
,,,,,,,,,,,,,,,,
# 百花繚乱、春うらら,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ベラ,F,436,1,春宵の吸血鬼,buff_self,has_mana,mana_f,,adup,,,self,,,,
,,,,,buff_self,has_mana,mana_pm,,arup,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
,,,,,heal,critical,,,absorb,,,self,,,,
,,,2,呪われた禁忌の着物,buff_weapons,any,,,adsup,,,weapon_mapu,,,,
,,,,,buff_all,kill,,,acup_m,,,all,,,,
,,,,,heal,kill,,,heal_all,,,all,,,,
,,,,,mana,kill_count,,10体/3回まで,mana_drop,mana_fm,,resource,,,,
,,,p,,buff_self,with_m,,,adsup,,,self,,,,
,,,c,吸血鬼の着物,heal,attack,,,absorb,,,self,,,,
,,,,,field,in_night,,,adup,,,self,,,,
トリリカ,P,132,1,春陽の妖精,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_self,any,,,areashift,,,self,,,,
,,,,,add_debuff,heal_action,,,atkdefdown,,,heal_area_enemy,,,,
,,,2,お花見日和,heal,any_skill,,,heal_all,,,all,,,,
,,,,,buff_all,job_skill,job_p,,adup_m,,,all,,,,
,,,,,buff_jobs,with_fpm,include_self,3名以上,adsup,,,job_fpm,,,,
,,,p,,buff_self,with_f,,,adup,,,self,,,,
,,,,,buff_self,with_f,,,healup,,,self,,,,
,,,c,春祭り,buff_self,any,,,healareaup,,,self,,,,
リンリー,F,437,1,迅雷風烈,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_self,attack,,,extra_attack,,,self,,,,
,,,,,buff_self,in_combo,,5回と10回の二段階,asup_m,,,self,,,,
,,,2,募る恋心,counter,any,with_span,,counterattack,,,enemy,,,,
,,,,,buff_weapons,any,,,adup,,,weapon_slmapu,,,,
,,,,,buff_all,boss_wave,,,acup,,,all,boost_for_self,,,
,,,p,,buff_self,with_f,,,adrup,,,self,,,,
,,,c,相伝の奥義,buff_self,boss_wave,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
プレイアディス,M,293,1,神器を崇めし者,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,wave_start,,,adup,,,self,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_ma,,,,
,,,,,buff_weapons,any,,,aup,,,weapon_exclude_ma,,,,
,,,,,heal,any,,,heal_cycle,,,weapon_exclude_ma,,,,
,,,2,奇跡の護持者,buff_self,in_move,,,invisible,,,self,,,,
,,,,,buff_self,mana_charged,,,adsup,,,self,,,,
,,,,,add_debuff,attack,,,atkdown,,,enemy,,,,
,,,,,buff_self,add_atkdown,,,aup,,,self,,,,
,,,p,,buff_self,with_f,,,acrup,,,self,,,,
,,,c,一族の掟,buff_self,any,,,aup,,,self,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス4/25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
リンセ,F,438,1,絆の英雄・翔猫,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,mana,in_chain,,1Chain/2回まで,mana_drop,mana_f,,resource,,,,
,,,,,buff_all,any_skill,,,super_gauge_gain,,,all,boost_for_self,,,
,,,2,リンクスリンク,buff_self,any,,,adup,,,self,,,,
,,,,,buff_self,in_enemy_area,,,cup,,,self,,,,
,,,,,heal,in_base_area,,,heal_cycle,,,self,,,,
,,,,,buff_self,any,,,asup,,,self,,,,
,,,,,heal,link,,,absorb,,,self,,,,
,,,,,buff_self,mana_charged,,,adrup,,,self,,,,
,,,p,,buff_group,any,,,adcup,,,group_forest,,,,
,,,c,山猫魂,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,aup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
オルドレード,K,217,1,聖邪の隨に,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_self,mana_droped,,,acup,,,self,,,,
,,,,,heal,mana_droped,,,heal_cycle,,,self,,,,
,,,,,buff_all,use_mana,,,enhance_chain,,,all,,,,
,,,,,buff_all,any_skill,,,extend_chain,,,all,,,,
,,,2,禍騎士の行く末に,buff_self,in_front,,1名以上,adsup,,,self,,,,
,,,,,buff_self,in_front,,2名以上,adsrup,,,self,,,,
,,,,,buff_all,kill,,,acup_m,,,all,,,,
,,,,,heal,kill,,,heal_all,,,all,,,,
,,,p,,buff_jobs,any,,,adup,,,job_k,,,,
,,,c,勇往邁進,buff_all,in_sub,,,aup,defdown_all,,all,,,,
,,,,,,,,,,,,,,,,
# 仰天怪奇！魔海大狩猟戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
シンディ,K,218,1,嵐の航海術,buff_self,any,,,adcup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,,,buff_weapons,with_blpush,include_self,3名以上,adup,,,weapon_blpush,,,,
,,,2,魔海の案内人,field,in_all_sea,,,adsup,,,self,,,,
,,,,,heal,in_field,,砂浜/船上/海中,heal_cycle,,,self,,,,
,,,,,field,in_all_sea,,,asup,,,all,,,,
,,,,,mana,wave_start,field,砂浜/船上/海中,mana_drop,,2回まで,resource,,,,
,,,p,,buff_self,with_a,,,asrup,,,self,,,,
,,,c,魔海の歌,field,in_all_sea,,,adup,,,self,,,,
ウィンシー,A,222,1,一網打尽,buff_self,any,,,single_shoot,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_weapons,with_blpush,include_self,3名以上,adup,,,weapon_blpush,,,,
,,,2,銛銃の心得,buff_self,any,,,adcup,,,self,,,,
,,,,,mana,kill,boost_on_field,砂浜/船上/海中,mana_drop,,,resource,,,,
,,,,,buff_all,mana_droped,,,acup_m,,,all,,,,
,,,,,heal,mana_droped,,,heal_cycle,,,all,,,,
,,,p,,buff_self,with_a,,,asrup,,,self,,,,
,,,c,急所締め,buff_self,any,,,crup,,,self,,,,
パラキナ,M,294,1,仏恥義理奪死遊,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,in_front,,,adsup,,,self,,,,
,,,,,buff_self,has_mana,,,acrup,,,self,,,,
,,,2,摩武駄致紗法斗,buff_all,in_sub,,,adup,,,all,,,,
,,,,,buff_all,in_sub,field,砂浜/船上/海中,adsup,,,all,,,,
,,,,,heal,in_sub,field,砂浜/船上/海中,heal_cycle,,,all,,,,
,,,,,buff_self,from_sub,,,adsup,,,self,,,,
,,,,,buff_self,from_sub,,,skill_once,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_dawnsea,,,,
,,,c,愛羅武勇,buff_all,in_sub,,,aup,,,all,,,,
,,,,,,,,,,,,,,,,
# 魔法兵団学生伝III支援フェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ヴェルナー,M,295,1,炎の問題児,element,attack,,,fire,,,self,,,,
,,,,,buff_self,any,,,adscup,,,self,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,add_debuff,combat,,,down,,,enemy,,,,
,,,2,戦闘狂の覚醒,buff_self,use_mana,self,2回まで,adcup,,,self,,,,
,,,,,mana,in_chain,,2Chain/2回まで,mana_drop,,,resource,,,,
,,,p,,buff_self,with_academy,,,adrup,,,self,,,,
,,,c,破壊の衝動,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,boss_wave,,,acup,,,self,,,,
カティア,M,296,1,才媛の優等生,buff_self,any,,,adcup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,add_debuff,attack,,,weak_element,fireice,,enemy,,,,
,,,2,魔法兵団師団長の覚醒,buff_self,use_mana,self,2回まで,adsup,,,self,,,,
,,,,,heal,any_skill,,,heal_all,,,all,,,,
,,,p,,buff_group,any,,,adsup,,,group_academy,,,,
,,,c,剣術の修練,buff_self,any,,,adup,,,self,,,,
,,,,,heal,attack,boost_on_critical,,absorb,,,self,,,,
クラウス,M,297,1,毒舌の問題児,element,attack,,,ice,,,self,,,,
,,,,,buff_self,hp_upto,,,adrup,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,shoot,,,freeze,,,enemy,,,,
,,,,,add_debuff,add_freeze,,,defdown,,,enemy,,,,
,,,2,魔法兵団隊長の覚醒,buff_self,use_mana,self,2回まで,ascup,,,self,,,,
,,,,,mana,in_chain,,2Chain/2回まで,mana_drop,,,resource,,,,
,,,p,,buff_self,with_academy,,,adcup,,,self,,,,
,,,c,氷の槍,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,for_debuff,for_freeze,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# アマツ編11章,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
アマツ,F,439,1,鬼剣、天を衝く,buff_self,any,boost_on_boss_wave,,adsup,,,self,,,,
,,,,,buff_self,any,,,crup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,2,灼角、鳴動す,buff_self,in_front,,,acrup,,,self,,,,
,,,,,buff_self,own_skill,boost_with_enemys,,adup_m,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_volcano,,,,
,,,c,灼角が如く,buff_self,any,,,asup,,,self,,,,
,,,g1,宿命に抗う者,heroic,in_ptedit,,,heroic,,,resource,,,,
,,,,,buff_self,in_heroic,,,aup,,,self,,,,
,,,,,invincible,in_heroic,,,invincible,,,self,,,,
,,,,,mana,kill,,2体ごと/3回まで,mana_drop,,,resource,,,,
,,,g2,新世代の英雄,buff_all,any,,,adup,,,all,,,,
ヒトリ,M,298,1,天地を焦がす,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,element,attack,,,fire,,,self,,,,
,,,,,buff_self,any,,,guard_fire,,,self,,,,
,,,,,buff_self,any,,,guard_ice,,,self,,,,
,,,,,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,shoot,,,down,,,enemy,,,,
,,,2,激昂の紅蓮,buff_self,any,,,adcup,,,self,,,,
,,,,,buff_self,hp_downto,,,adup_m,,,self,,,,
,,,,,buff_self,in_rear,boost_on_job_target,戦士,asup,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_volcano,,,,
,,,c,灼熱の怒鬼,add_debuff,attack,,,down,,,enemy,,,,
,,,g1,潜在能力解放,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,g2,英雄の絆・九領,buff_group,any,,,aup,,,group_volcano,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス（5/30）,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ファラ,F,440,1,絆の英雄・副官,mana,battle_start,,,mana_charge,mana_fa,,resource,,,,
,,,,,mana,wave_start,,,composite,mana_fa,,resource,,,,
,,,,,heal,attack,,,absorb,,,group_oasis,,,,
,,,2,女王への忠義,buff_self,any,,,adup,,,self,,,,
,,,,,buff_self,hp_upto,,,adup,,,self,,,,
,,,,,buff_group,any,,,dup,,,group_oasis,in_enemy_area,,,
,,,,,buff_group,any,,,aup,,,group_oasis,in_base_area,,,
,,,,,buff_self,with_f,,,asup,,,self,,,,
,,,,,buff_self,with_f,group_oasis,,asrup,,,self,,,,
,,,,,buff_self,with_a,,,asup,,,self,,,,
,,,,,buff_self,with_a,group_oasis,,asrup,,,self,,,,
,,,p,,buff_group,any,,,adcup,,,group_oasis,,,,
,,,c,女王へのお返し,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
バルトロ,A,223,1,ファムファタール,buff_self,any,,,twin_shoot,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,,,buff_self,in_rear,,,adsup,,,self,,,,
,,,,,buff_self,in_chain,,,mana_cost_down,,2Chainで-2,self,,,,
,,,2,プラスアドヴァンス,buff_self,waiting_charge,,,blast_attack,,火属性,self,,,,
,,,,,add_debuff,blast_attack,,,shield_break,,,enemy,,,,
,,,,,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,mana_slot_many,,,aup,,,self,,,,
,,,p,,buff_weapons,any,,,adup,,,weapon_gu,,,,
,,,c,ガンミュージアム,buff_self,shoot,,,aup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,,,,,,,,,,,,,,
# 熱砂の叛都防衛戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ファルナーズ,F,441,1,自由と解放の舞踏,buff_self,any,,,cup,,,self,,,,
,,,,,add_debuff,critical,,,shield_break,,,enemy,,,,
,,,,,buff_self,in_front,,,adup,,,self,,,,
,,,,,heal,in_front,,,heal_cycle,,,self,,,,
,,,,,buff_self,in_combo,,,adsup_m,,5回と10回の二段階,self,,,,
,,,2,未来と希望の舞踏,buff_jobs,with_fa,include_self,3名以上,adup,,,job_fa,,,,
,,,,,buff_all,wave_start,,,barrier,,暗闇/スロウ防止,all,,,,
,,,p,,buff_self,with_many_f,,5名まで,adsup,,,self,,,,
,,,c,絆の舞,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
タンナーズ,F,442,1,一番槍の踊り子,counter,any,with_span,,counterattack,,,enemy,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,,,buff_self,any,boost_on_enemy_area,,adrup,,,self,,,,
,,,2,星屑の舞,buff_jobs,with_fa,include_self,3名以上,adup,,,job_fa,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,p,,buff_self,with_oasis,,,ascup,,,self,,,,
,,,c,空中舞踏,buff_self,any,,,dup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
ニキ,A,224,1,努力の芸人,buff_self,any,boost_on_hp_upto,,acrup,,,self,,,,
,,,,,resource,battle_end,,,expup,,,resource,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,2,スマイルギフト,buff_all,job_skill,job_fa,サブPTでも発動,enhance_chain,,,all,,,,
,,,,,buff_all,in_sub,,,adcup,,,all,,,,
,,,,,buff_self,from_sub,,,adsup_m,,,self,,,,
,,,,,buff_self,from_sub,,,skill_once,,,self,,,,
,,,p,,buff_group,any,,,adcup,,,group_oasis,,,,
,,,c,精一杯の頑張り,resource,battle_end,,,expup,,,resource,,,,
,,,,,buff_all,in_sub,,,aup,,,all,,,,
,,,,,,,,,,,,,,,,
# 盾の勇者の成り上がりコラボ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
岩谷尚文,K,219,1,「盾」の四聖勇者,buff_self,any,,,dscup,,,self,,,,
,,,,,against_debuff,any,,,guard_push,,,self,,,,
,,,,,buff_all,any,,,adsup,,,all,,,,
,,,,,counter,any,with_span,,counterattack_contact,fire,,enemy,,,,
,,,2,神鳥の聖人,buff_self,wave_start,,,dup,,,self,,,,
,,,,,buff_jobs,wave_start,,,adscup_m,,,job_f,nearest,2名,,
,,,,,buff_all,any_skill,,,dup_m,,,all,,,,
,,,,,heal,any_skill,,,heal_all,,,all,,,,
,,,p,,buff_self,with_sl,,,adup,,,self,,,,
,,,,,heal,with_sl,,,heal_cycle,,,self,,,,
,,,c,酔わない体質,buff_self,any,,,dup,,,self,,,,
,,,,,buff_self,any,,,guardup,,,self,,,,
ラフタリア,F,443,1,戦う覚悟,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,attack,,,extra_attack,,,self,,,,
,,,,,buff_self,with_f,,,acrup,,,self,,,,
,,,,,buff_self,with_k,,,acrup,,,self,,,,
,,,,,add_debuff,critical,,,atkdefdown,,,enemy,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,2,届かない恋心,buff_self,wave_start,,,aup,,,self,,,,
,,,,,buff_all,wave_start,,,acup_m,,,all,,,,
