#名前,職,index,キャラタイプ,リンクコード,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,Wiki名
ハティファス,M,280,buddy,M279,（ハティのバディ）,5,0,0,Ma,event,legend,沢城 みゆき,sime,others,Buddy,7780,7100,9580,9100,ただひとつの真理ハティ＆ハティファス
,,,,,,,,,,,,,,,,,,,,
# 1600万DLフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ガラクスィアス,F,411,first,,神器護持者,5,20,4,Sl,event,festival,皆口 裕子,toi8,chronicle,Administrator,8000,8500,10000,10500,
,,,,,,,,,,,,,,,,,,,,
# 霊談・聖都物語,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
レリアン,K,208,first,,求道の誅罰者,5,20,4,Sl,event,festival,三上 枝織,武城にしき,holytown,Enforcer,7900,7600,9900,9600,
ライラック,K,209,first,,告別の聖騎士,5,20,4,Sl,event,festival,皆口 裕子,武城にしき,holytown,Paladin,7600,7900,9600,9900,
ルーノ,K,210,first,,調伏の聖騎士,5,24,4,Pi,event,score,今井 麻美,武城にしき,holytown,Paladin,7400,7800,9800,11200,
,,,,,,,,,,,,,,,,,,,,
# 3部2周年・ヘリオス編9章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エシャル,P,125,third,,祝祭に咲く薔薇,5,18,4,Pu,event,festival,大橋 彩香,竜徹,oasis,Anniversary,7500,7800,9500,9800,
ベニガサ,P,126,third,,祝祭の黒狗,5,18,4,Sl,event,festival,水樹 奈々,天野英,volcano,Anniversary,7700,7600,9700,9600,
ヘリオス,F,412,third,,未来を繋ぐ白き刃,5,18,4,Sl,third,gunki,内山 昂輝,toi8,guildtown,Hero,8500,8500,,,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス11/29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アシュリナ,F,413,first,,高潔なる湖都の女王,5,20,4,Sl,event,legend,佐倉 綾音,ひと和,oasis,Queen,8500,9500,10500,11500,
ミラ,A,212,first,,商船“センチネル”船長,5,20,4,Gu,event,legend,三石 琴乃,文太,dawnsea,Captain,8400,6800,10400,8800,
,,,,,,,,,,,,,,,,,,,,
# クリスマス2018,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リゲル,F,414,third,,聖夜の三ツ星,5,18,4,Ma,event,festival,花澤 香菜,鳴瀬うろこ,academy,HolyNight,7550,7250,9550,9250,
ミシディア,A,213,first,,聖夜の射手,5,20,4,Ar,event,festival,内田 真礼,moc,guildtown,HolyNight,7850,4500,9850,6500,
,,,,,,,,,,,,,,,,,,,,
# とある魔術の禁書目録IIIコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
上条当麻,F,415,collaboration,,『幻想殺し』を持つ不幸少年,5,20,4,Pu,collaboration,index3,阿部 敦,PROJECT-INDEXIII,others,Student,7500,7500,9500,9500,
御坂美琴,F,416,collaboration,,常盤台の最強電撃娘,5,20,4,Pu,collaboration,index3,佐藤 利奈,PROJECT-INDEXIII,others,Student,7800,7400,9800,9400,
アクセラレータ,F,417,collaboration,,学園都市最強の「超能力者」,5,20,4,Pu,collaboration,index3,岡本 信彦,PROJECT-INDEXIII,others,Psychic,8000,7200,10000,9200,
インデックス,M,281,collaboration,,はらぺこ魔道書図書館,5,20,4,Ma,collaboration,index3,井口 裕香,PROJECT-INDEXIII,others,Sister,7000,4000,9000,6000,
,,,,,,,,,,,,,,,,,,,,
# 聖夜を記す者＆新キャラ追加,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フィーナ,P,127,first,,聖夜を記す者,5,20,4,He,event,other,佐倉 綾音,toi8,volunteers,HolyNight,7600,4800,9600,6800,
ヤイト,F,418,third,,薄暮に散らす緑閃光,5,18,4,Sl,random,ring,緑川 光,村山竜大,volcano,Shinobi,7600,7200,9600,9200,
モガリ,P,128,third,,闇和む緋色の潜熱,5,18,4,He,random,coin,高木 友梨香,竜徹,volcano,Healer,7400,4400,9400,6400,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス12/29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リヴェラ,F,419,first,,最果ての剣士,5,20,4,Sl,event,legend,水樹 奈々,toi8,chronicle,MasterFencer,9500,9000,11500,11000,
イシュチェル,A,214,first,,耀く慧眼の大弓士,5,20,4,Ar,event,legend,井上 麻里奈,武城にしき,chronicle,MasterArcher,8600,6500,10600,8500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス1/4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
レアーオ,K,211,first,,君臨せし金獅子の騎士,5,20,4,Pi,event,legend,沢城 みゆき,NPA,forest,Guardian,8500,10000,10500,12000,
フリージア,M,282,first,,氷華の学徒,5,20,4,Ma,event,legend,小岩井 ことり,竜徹,academy,Student,8100,6900,10100,8900,
,,,,,,,,,,,,,,,,,,,,
# エマに願いを,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ジークルーン,A,215,first,,晴れ着の鉄煙姫,5,20,4,Ar,event,festival,佐久間 レイ,煎茶,machine,Princess,8000,4300,10000,6300,
エーリヒ,A,216,first,,止水の警邏隊,5,20,4,Sh,event,festival,浪川 大輔,萩谷薫,machine,Guard,7950,6350,9950,8350,
ランドルフ,A,217,first,,明鏡の警邏隊,5,20,4,Gu,event,festival,稲田 徹,萩谷薫,machine,Guard,7800,6500,9800,8500,
,,,,,,,,,,,,,,,,,,,,
# アリーチェ編10章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アリーチェ,M,283,third,,夢の刻印者,5,18,4,Pi,third,gunki,高木 友梨香,煎茶,academy,Student,8700,7000,,,
エステラ,M,284,third,,重の刻印者,5,18,4,Ma,event,festival,衣川 里佳,煎茶,academy,Student,7900,4700,9900,6700,
,,,,,,,,,,,,,,,,,,,,
# 魔神サイル戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
デーライト,F,420,third,,対魔神用人造兵器,5,18,4,Pu,event,festival,水樹 奈々,萩谷薫,others,Homunculus,7300,7600,9300,9600,
アウレオール,M,285,third,,異端の錬金術師,5,18,4,Ma,event,festival,井上 和彦,萩谷薫,others,Aichemist,7500,4500,9500,6500,
サイル,M,286,demon,,錬金術の魔神,5,24,4,Sl,event,demon,水瀬 いのり,萩谷薫,demon,Demon,7800,5500,11000,9500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス1/29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シェギギム,F,421,first,,忠義貫徹,5,20,4,Bl,event,legend,花澤 香菜,竜徹,beasts,Fighter,8000,8500,10000,10500,
グリゼルディス,A,218,first,,溶融する情報部員,5,20,4,Gu,event,legend,川澄 綾子,NPA,machine,Agent,10500,5000,12500,7000,
,,,,,,,,,,,,,,,,,,,,
# 追儺の奉演武,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヒトリ,F,422,third,,追儺式の鬼ごっこ,5,18,4,Bl,event,festival,遠藤 綾,村山竜大,volcano,Oni,7800,7500,9800,9500,
ベニガサ,A,219,third,,追儺式の随身,5,18,4,Ar,event,festival,水樹 奈々,天野英,volcano,Kijin,7800,4650,9800,6650,
アマツ,K,212,third,,追儺式の鬼神,5,18,4,Pi,event,medal,中村 悠一,黒葉.K,volcano,Kijin,7500,7800,9500,9800,
,,,,,,,,,,,,,,,,,,,,
# バレンタイン2019,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ローエンディア,P,129,first,,愛の聖人の白百合,5,20,4,Sl,event,festival,内田 真礼,木志田コテツ,holytown,Presenter,7800,6500,9800,8500,
シュガー,M,287,first,,オカシなオカシなゴーレム,5,20,4,Ma,event,festival,野川 さくら,lack,academy,Sweets,7700,6550,9700,8550,
シュガー＝ノアレ,F,423,third,,オカシなオカシな？ゴーレム,5,18,4,Pu,event,score,野川 さくら,lack,academy,Sweets,7100,6600,9500,10000,
,,,,,,,,,,,,,,,,,,,,
# 転スラコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リムル,F,424,collaboration,,魔物を統べる者,5,20,4,Sl,collaboration,slime,岡咲 美保,転スラ製作委員会,others,Slime,7500,8000,9500,10000,
ミリム,F,425,collaboration,,最強最古の魔王,5,20,4,Pu,collaboration,slime,日高 里菜,転スラ製作委員会,others,Dregonoid,8000,7500,10000,9500,
シオン,F,426,collaboration,,ポンコツ美人秘書,5,20,4,Sl,collaboration,slime,M・A・O,転スラ製作委員会,others,Secretary,7850,7650,9850,9650,
リムル,M,288,collaboration,,転生してきたスライム,5,20,4,Ma,collaboration,slime,岡咲 美保,転スラ製作委員会,others,Slime,7500,5000,9500,7000,
ベニマル,F,427,collaboration,,鬼人族の若頭,4,15,3,Sl,collaboration,slime,古川 慎,転スラ製作委員会,others,MasterFencer,6200,5700,8000,7500,
シュナ,M,289,collaboration,,可憐な鬼姫,4,15,3,Ma,collaboration,slime,千本木 彩花,転スラ製作委員会,others,Princess,6000,4200,7800,6000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス2/26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
コモディア,F,428,first,,華やぐカジノの支配人,5,20,4,Sl,event,legend,沢城 みゆき,NPA,guildtown,Dealer,8700,9300,10700,11300,
ボムボマー,A,220,first,,激昂の爆弾魔,5,20,4,Gu,event,legend,緑川 光,萩谷薫,criminal,Criminal,8200,7000,10200,9000,
,,,,,,,,,,,,,,,,,,,,
# ドラマチックバディフェス3/6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ペイシェ,F,429,first,K213,紺碧と蒼穹の絆,5,20,4,Pu,event,festival,花澤 香菜,富岡二郎（RED FS）,volunteers,Combination,8300,7500,10300,9500,紺碧と蒼穹の絆ペイシェwithセレステ
セレステ,K,213,buddy,F429,（ペイシェのバディ）,5,0,0,Pi,event,festival,川澄 綾子,富岡二郎（RED FS）,volunteers,Buddy,5950,6750,7950,8950,紺碧と蒼穹の絆ペイシェwithセレステ
フィリアナ,M,290,first,M291,師弟の絆,5,20,4,Ma,event,festival,佐倉 綾音,煎茶,volunteers,Combination,8020,4510,10020,6510,師弟の絆フィリアナwithアリーチェ
アリーチェ,M,291,buddy,M290,（フィリアナのバディ）,5,0,0,Pi,event,festival,高木 友梨香,煎茶,volunteers,Buddy,5840,5040,7840,6840,師弟の絆フィリアナwithアリーチェ
,,,,,,,,,,,,,,,,,,,,
# 狐と犬の雪遊戯,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
テリリア,F,430,first,,温もり与える者,5,20,4,Pu,event,festival,内田 彩,煎茶,beasts,SnowDog,7850,7500,9850,9500,
イナミ,P,130,first,,雪と甘味と十尾の狐,5,20,4,He,event,festival,加藤 英美里,ひと和,volcano,SnowFox,7500,4500,9500,6500,
,,,,,,,,,,,,,,,,,,,,
# けものフレンズ2コラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
サーバル,F,431,collaboration,,哺乳網ネコ目ネコ科レプタイルルス属,5,20,4,Pu,collaboration,friends2,尾崎 由香,けものフレンズプロジェクト2A,others,Friends,7500,8000,9500,10000,
オオアルマジロ,F,432,collaboration,,哺乳網被甲目アルマジロ科オオアルマジロ属,5,20,4,Pu,collaboration,friends2,本宮 佳奈,けものフレンズプロジェクト2A,others,Friends,7600,7800,9600,9800,
オオセンザンコウ,F,433,collaboration,,哺乳網有鱗目センザンコウ科センザンコウ属,5,20,4,Pu,collaboration,friends2,小野 早稀,けものフレンズプロジェクト2A,others,Friends,7800,7600,9800,9600,
カラカル,F,434,collaboration,,哺乳網ネコ目ネコ科カラカル属,5,20,4,Pu,collaboration,friends2,小池 理子,けものフレンズプロジェクト2A,others,Friends,8000,7500,10000,9500,
,,,,,,,,,,,,,,,,,,,,
# 2000日記念レジェンドフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
トーガ,P,131,first,,癒し語る円熟の巡回者,5,20,4,He,event,legend,内田 真礼,秋津たいら,mountain,Priest,8500,5200,10500,7200,
ファティマ,M,292,first,,運命の賢者,5,20,4,Ma,event,legend,小岩井 ことり,HACCAN,academy,MasterSage,10300,6500,12300,8500,
オルガ,F,435,first,,拓かれし東北東の族長,5,20,4,Bl,event,legend,佐倉 綾音,村山竜大,mountain,Matriarch,9200,9200,11200,11200,
シンフォニア,K,214,first,,聖騎士団長“絢爛たる聖廟の護り手”,5,20,4,Sl,event,legend,佐倉 綾音,武城にしき,holytown,Paladin,7800,8600,9800,10600,
,,,,,,,,,,,,,,,,,,,,
# 魔神ハプス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フェーベ,K,215,first,,大空の羽撃,5,20,4,Pi,event,festival,小林 ゆう,NPA,machine,Cyborg,7800,8500,9800,10500,
イドゥベルガ,K,216,third,,対の心臓,5,18,4,Pi,event,festival,楠田 亜衣奈,煎茶,machine,Soldier,7400,7900,9400,9900,
ハプス,A,221,demon,,改造の魔神,5,24,4,Gu,event,demon,小岩井 ことり,煎茶,demon,Demon,7500,4900,10500,7500,
,,,,,,,,,,,,,,,,,,,,
# 百花繚乱、春うらら,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ベラ,F,436,first,,春宵の飢えし血,5,20,4,Ma,event,festival,内田 真礼,文太,academy,Blooms,7800,7400,9800,9400,
トリリカ,P,132,third,,春陽の新族長,5,18,4,Ma,event,festival,福井 裕佳梨,煎茶,beasts,Blooms,7600,4200,9600,6200,
リンリー,F,437,first,,恋の花咲く格闘娘,5,24,4,Pu,event,medal,今井 麻美,天野英,others,Grappler,8600,7750,10600,9750,
,,,,,,,,,,,,,,,,,,,,
# 1900万DL記念フェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
プレイアディス,M,293,first,,神器使いの隠密,5,20,4,Ma,event,festival,楠田 亜衣奈,NPA,chronicle,Administrator,8500,6000,10500,8000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス4/25,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リンセ,F,438,first,,翔る山猫の拳士,5,20,4,Pu,event,legend,小岩井 ことり,Nardack,forest,Greppler,10220,8220,12220,10220,
オルドレード,K,217,first,,聖騎士団長“禍根の聖杯”,5,20,4,Sl,event,legend,石田 彰,黒葉.K,holytown,Paladin,7600,8800,9600,10800,
,,,,,,,,,,,,,,,,,,,,
# 仰天怪奇！魔海大狩猟戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シンディ,K,218,third,,魔海の水先案内人,5,18,4,Bl,event,festival,村川 梨衣,クレタ,dawnsea,Pilotage,7200,7600,9200,9600,
ウィンシー,A,222,third,,荒波の狙撃手,5,18,4,Sh,event,festival,水瀬 いのり,Nidy-2D-,dawnsea,Sniper,7600,6100,9600,8100,
パラキナ,M,294,third,,爆風娘,5,18,4,Pi,event,hunting,高木 友梨香,東上文,dawnsea,Magician,7440,6540,9440,8540,
,,,,,,,,,,,,,,,,,,,,
# 魔法兵団学生伝III,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヴェルナー,M,295,first,,問題児,5,10,4,Ma,event,festival,柳田 淳一,天野英,academy,Student,6000,3300,8000,5300,
カティア,M,296,first,,優等生,5,10,4,Sl,event,festival,内田 真礼,ひと和,academy,Student,5900,3500,7900,5500,
クラウス,M,297,first,,問題児,5,10,4,Ma,event,medal,石田 彰,文太,academy,Student,6200,3000,8200,5000,
,,,,,,,,,,,,,,,,,,,,
# アマツ編11章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アマツ,F,439,third,,灼角立ちて龍は伏す,5,18,4,Sl,third,gunki,中村 悠一,黒葉.K,volcano,Samurai,9000,8000,,,
ヒトリ,M,298,third,,赫奕たる紅蓮の子,5,18,4,Pu,event,festival,遠藤 綾,村山竜大,volcano,Hioni,8500,5000,10500,7000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（5/30）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ファラ,F,440,first,,女王の片腕,5,20,4,Sl,event,legend,小林 ゆう,ひと和,oasis,SwordMaster,9500,9000,11500,11000,
バルトロ,A,223,first,,商船“アーク・リーガル”船長,5,20,4,Gu,event,legend,杉田 智和,伊藤未生,dawnsea,Captain,8600,6600,10600,8600,
,,,,,,,,,,,,,,,,,,,,
# 熱砂の叛都防衛戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ファルナーズ,F,441,first,,艶麗たる剣舞の踊り手,5,20,4,Sl,event,festival,沢城 みゆき,ネム,oasis,Dancer,7500,8100,9500,10100,
タンナーズ,F,442,third,,柔靭たる星屑,5,18,4,Pi,event,festival,三森 すずこ,津路参汰,oasis,Dancer,7300,7600,9300,9600,
ニキ,A,224,first,,新鋭の踊り子,5,24,4,Ar,event,score,内田 真礼,mamuru,oasis,Dancer,7750,5000,9750,7000,
,,,,,,,,,,,,,,,,,,,,
# 盾の勇者の成り上がりコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
岩谷尚文,K,219,collaboration,,盾の勇者,5,20,4,Pu,collaboration,shield_hero,石川 界人,盾の勇者の製作委員会,others,Hero,7000,9000,9000,11000,
ラフタリア,F,443,collaboration,,奴隷の亜人少女,5,20,4,Sl,collaboration,shield_hero,瀬戸 麻沙美,盾の勇者の製作委員会,others,Slave,8250,7750,10250,9750,
フィーロ,F,444,collaboration,,フィロリアル・クイーン,5,20,4,Pu,collaboration,shield_hero,日高 里菜,盾の勇者の製作委員会,others,FilolialQueen,8500,7500,10500,9500,
グラス,F,445,collaboration,,勇者を狙う襲撃者,5,20,4,Sl,collaboration,shield_hero,潘 めぐみ,盾の勇者の製作委員会,others,Unknown,9000,7000,11000,9000,
ラルクベルク,F,446,collaboration,,気さくな冒険者,4,15,3,Sl,collaboration,shield_hero,福山 潤,盾の勇者の製作委員会,others,Adventurer,6700,6200,8500,8000,
リーシア,F,447,collaboration,,弓の勇者の健気な仲間,4,15,3,Sl,collaboration,shield_hero,原 奈津子,盾の勇者の製作委員会,others,Adventurer,6200,6700,8000,8500,
,,,,,,,,,,,,,,,,,,,,
# ユリアナ伝,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ユリアナ,K,220,first,,おてんば姫,5,10,4,Sl,event,festival,小岩井 ことり,toi8,holytown,Prinbcess,6000,6700,8000,8700,
アインスロット,K,221,first,,若き聖騎士,5,10,4,Sl,event,festival,石田 彰,toi8,holytown,Knight,6300,7000,8300,9000,
ルイーゼ,K,222,first,,見習いメイド,5,10,4,Sl,event,medal,小岩井 ことり,toi8,holytown,Servant,5700,6400,7700,8400,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（6/29）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ウェイン,K,223,first,,聖騎士団長“聖域の禦者”,5,20,4,Pi,event,legend,石田 彰,ひと和,holytown,Paladin,8250,10250,10250,12250,
アリシア,A,225,first,,二重人格『元』殺人鬼,5,20,4,Gu,event,legend,小林 ゆう,木志田コテツ,criminal,Killer,8440,6410,10440,8410,
,,,,,,,,,,,,,,,,,,,,
# シルヴァ伝,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シルヴァ,F,448,first,,戦士ギルド員,5,10,4,Sl,event,festival,小山 力也,竜徹,guildtown,Warrior,7000,6750,9000,8750,
アンジェリカ,F,449,first,,暗殺者の弟子,5,10,4,Sl,event,festival,佐倉 綾音,天野英,guildtown,Assassin,5900,6500,7900,8500,
ラティ,P,133,first,,ヒーラーギルド員,5,10,4,He,event,medal,内田 真礼,moc,guildtown,Healer,6000,4000,8000,6000,
,,,,,,,,,,,,,,,,,,,,
# アリーチェ編11章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
デルフィーナ,M,299,third,M300,白と純真の比翼,5,18,4,Ma,event,festival,早瀬 莉花,煎茶,academy,Student,7700,4500,9700,6500,白と純真の比翼デルフィーナ＆コットン
コットン,M,300,buddy,M299,（デルフィーナのバディ）,5,0,0,Ma,event,festival,早瀬 莉花,煎茶,academy,Buddy,7750,4300,9950,5500,白と純真の比翼デルフィーナ＆コットン
,,,,,,,,,,,,,,,,,,,,
# 6周年記念レジェンドフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
チヨメ,F,450,first,,冴える壱領忍衆頭目,5,20,4,Sl,event,legend,小岩井 ことり,mamuru,volcano,Shinobi,9000,7500,11000,9500,
メルティオール,M,301,first,,享楽する力の賢者,5,20,4,Ma,event,legend,石田 彰,HACCAN,academy,MasterSage,10500,6300,12500,8300,
,,,,,,,,,,,,,,,,,,,,
黒騎士,K,224,demon,,世界の残滓,5,20,4,Sl,random,spirit,石田 彰,toi8,spirit,Knight,13000,13000,15000,15000,
エイレヌス,M,302,demon,,破壊の魔神,5,20,4,Ma,random,spirit,佐倉 綾音,moc,demon,Demon,11000,8000,13000,10000,
,,,,,,,,,,,,,,,,,,,,
# 魔神ファルゴース戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
クライン,F,451,first,,懲役一億一千年,5,20,4,Pu,event,festival,銀河 万丈,lack,chronicle,Criminal,8000,8000,10000,10000,
プリェスト,F,452,third,,裁かれし者,5,18,4,Sl,event,festival,斎藤 千和,lack,chronicle,Criminal,7400,7500,9400,9500,
ファルゴース,K,225,demon,,審判の魔神,5,24,4,Bl,event,demon,中村 悠一,lack,demon,Demon,6800,8000,9800,11400,
,,,,,,,,,,,,,,,,,,,,
# 渚の色彩乱舞！,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シヴァーニ,F,453,first,,羽休む真夏の虹,5,20,4,Ma,event,festival,今井 麻美,文太,chronicle,SummerGirl,7900,7500,9900,9500,
ユリアナ,A,226,first,,真夏の聖王女,5,20,4,Sh,event,festival,小岩井 ことり,toi8,holytown,SummerGirl,7800,6200,9800,8200,
アリシア,A,227,first,,真夏の『元』殺人鬼,5,24,4,Gu,event,score,小林 ゆう,木志田コテツ,criminal,SummerGirl,8500,6250,10500,8250,
,,,,,,,,,,,,,,,,,,,,
# エシャル編11章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エシャル,F,454,third,,輝き始めたサクリラト,5,18,4,Pu,third,gunki,大橋 彩香,竜徹,oasis,Dancer,8800,8200,,,
イザーク,F,455,third,,海運王子,5,18,4,Pu,event,festival,赤羽根 健治,竜徹,oasis,Prince,7520,7020,9520,9020,
,,,,,,,,,,,,,,,,,,,,
# 2000万DL記念レジェンドフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
モアネット,F,456,first,,絶対不沈給仕,5,20,4,Pu,event,legend,小岩井 ことり,mamuru,guildtown,Servant,9500,8500,11500,10500,
カルネロ,A,228,first,,眼光炯々たる年代記の使徒,5,20,4,Ar,event,legend,石田 彰,黒葉.K,forest,Archer,8580,6350,10580,8350,
サーシャ,A,229,first,,オアシスの星,5,20,4,Ar,event,legend,佐倉 綾音,Nardack,oasis,Dancer,9000,6500,11000,8500,
エフィメラ,M,303,first,,魔法兵団隊長“鮮烈の斬撃”,5,20,4,Sl,event,legend,井口 裕香,天野英,academy,RuneFencer,8650,6250,10650,8250,
,,,,,,,,,,,,,,,,,,,,
# 豪華客船、大狩猟ツアー！,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フロガビトゥス,F,457,first,,真夏を彩る魔神,5,20,4,Pu,event,festival,今井 麻美,武城にしき,others,SummerGirl,7500,8500,9500,10500,
ケーテ,A,230,first,,輝く真夏の左腕,5,20,4,Gu,event,festival,緑川 光,lack,others,SummerGirl,8500,6000,10500,8000,
ミシマ,F,458,first,,豪華客船で往く第十領主,5,24,4,Pu,event,hunting,内田 彩,竜徹,others,Captain,9000,8000,11000,10000,
アベータ,A,231,third,,真夏を彩る観葉樹人,5,18,4,Gu,event,hunting,高木 友梨香,富岡二郎（RED FS）,others,SummerGirl,7700,5700,9700,7700,
,,,,,,,,,,,,,,,,,,,,
# セレステ編11章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロスカァ,M,304,third,A232,土精の造形者,5,18,4,Ma,event,festival,野川 さくら,秋津たいら,forest,Magician,7500,5000,9500,7000,土精の造形者ロスカァ＆ベルダッド改
ベルダッド改,A,232,buddy,M304,（ロスカァのバディ）,5,0,0,Gu,event,festival,野川 さくら,秋津たいら,forest,Buddy,7500,6000,9500,7200,土精の造形者ロスカァ＆ベルダッド改
,,,,,,,,,,,,,,,,,,,,
# ぷよぷよコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
主人公,M,305,collaboration,,（ぷよぷよ）,5,20,4,Sl,collaboration,puyo,石田 彰,ぷよぷよチーム,others,RuneFencer,8000,6500,10000,8500,主人公（ぷよぷよ）
アルル,M,306,collaboration,,冒険好きな魔導師のタマゴ,5,20,4,Ma,collaboration,puyo,園崎 未恵,ぷよぷよチーム,others,Magician,8000,5500,10000,7500,
アミティ,M,307,collaboration,,夢はステキな魔導師！,5,20,4,Ma,collaboration,puyo,菊池 志穂,ぷよぷよチーム,others,Student,8500,5000,10500,7000,
りんご,M,308,collaboration,,好奇心旺盛ゆえにちょっとヘン？,5,20,4,Ma,collaboration,puyo,今井 麻美,ぷよぷよチーム,others,Student,8000,6000,10000,8000,
シグ,M,309,collaboration,,頭の中は大好きなムシでいっぱい？,4,15,3,Ma,collaboration,puyo,渕崎 ゆり子,ぷよぷよチーム,others,Student,5400,4000,7200,5800,
ウィッチ,M,310,collaboration,,ホウキを持った魔女みならい,4,15,3,Ma,collaboration,puyo,佐倉 薫,ぷよぷよチーム,others,Witch,5700,3500,7500,5300,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（9/27）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ギザザヤ,F,459,first,,胸を貸すケ者の総代補佐,5,20,4,Pu,event,legend,稲田 徹,伊藤未生,beasts,Grappler,10000,9000,12000,11000,
イスレム,M,311,first,,氷塊の魔導人形,5,20,4,Ma,event,legend,内田 真礼,村山竜大,mountain,Magician,8500,6500,10500,8500,
,,,,,,,,,,,,,,,,,,,,
# 賢者の塔の激走祭、再び！,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
カーリン,F,460,third,,獣の走者,5,18,4,Pu,event,festival,石飛 恵里花,煎茶,academy,Athlete,7900,7200,9900,9200,
エステラ,F,461,third,,重の走者,5,18,4,Ma,event,festival,衣川 里佳,煎茶,academy,Athlete,7700,7400,9700,9400,
クリスティン,M,312,first,,魔法兵団,5,24,4,Ma,event,score,内田 真礼,ネム,academy,Magician,8600,5500,10600,7500,
,,,,,,,,,,,,,,,,,,,,
# ドラマチックバディフェス（10/20）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
