#名前,職,index,名前,系統,条件,効果,対象,備考,武器名
,,,,heal,wave_start,heal_one,fighter,一番近い対象,
,,,,buff_one,wave_start,fullup,fighter,一番近い対象,
,,,,buff_one,wave_start,critup,fighter,一番近い対象,
,,,寂しさを分かつ愛,buff_self,link,atkup,self,条件：2名以上　3名/4名でさらに上昇,
フォリリネ,F,177,ワガママな女狐,buff_self,any,fullup,self,,
,,,,heal,in_base_area,heal_cycle,self,エンドライン付近でさらに回復,
,,,突撃せし戦狐,buff_self,in_enemy_area,atkup,self,,
,,,,in_debuff,in_slow,atkspeedup,self,,
,,,,in_debuff,in_blind,defup,self,,
ザリリオ,F,178,強者との対峙,buff_self,in_head,atkdefup,self,,
,,,,buff_self,boss_wave,atkup,self,,
,,,砕けぬ斧と砕けぬ心,counter,defend,counterattack,enemy,,
,,,,add_debuff,counter,slow,enemy,,
,,,,,,,,,
アスルトル,F,179,呪われし少女,buff_self,members_debuff,atkup,self,毒/衰弱/スロウ/呪い ,
,,,破戒の呪槍,killup,kill,atkspeedup,self,自身の脱落で味方の受けるダメージ増加,
,,,,,,,,,
# ブレイブフロンティアコラボ,,,,,,,,,
,,,,,,,,,
ヴァルガス,F,180,炎鳳神の力,buff_self,link,atkup,self,条件：2名以上　3名でさらに上昇,
,,,未来を紡ぐ燈火,buff_self,union,atkup,self,条件：魔,
,,,,buff_self,union,defup,self,条件：僧,
,,,,buff_self,union,defspeedup,self,条件：騎,
ルナリス,M,132,影魔術の奥義,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,add_debuff,add_blind,atkdown,enemy,,
,,,闇葬瞑神の力,buff_self,wave_start,atkspeedup,self,,
,,,,buff_self,link,atkup,self,条件：2名以上,
セリア,F,181,潜在能力の開花,buff_self,any,crdamup,self,,
,,,,buff_self,link,atkup,self,条件：2名以上,
,,,鬼神の波動,buff_one,wave_start,atkdefup,hp_worst,,
,,,,heal,wave_start,heal_one,hp_worst,,
カル,K,88,氷勇の覚醒,add_debuff,attack,freeze,enemy,,
,,,,against_debuff,any,guard_freeze,self,,
,,,閃神の号令,mana,kill,mana_drop,resource,,
,,,,buff_self,link,atkup,self,条件：2名以上,
ティリス,P,49,女神の導き,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,buff_self,link,atkup,self,条件：2名以上,
,,,虹女神の奇跡,mana,battle_start,mana_charge,resource,,
,,,,against_debuff,any,guard_slow,self,,
,,,,against_debuff,any,guard_curse,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,,,,,,
イビサム,F,182,お笑いコンビワーハ,buff_self,same_abilities,fullup,self,,
,,,冴え渡るツッコミ,against_debuff,any,guard_freeze,self,,
,,,,for_debuff,for_freeze,atkup,self,,
,,,,for_debuff,for_slow,atkup,self,,
バスマ,K,89,お笑いコンビワーハ,buff_self,same_abilities,fullup,self,,
,,,天然性のボケ,add_debuff,attack,freeze,enemy,,
,,,,add_debuff,attack,slow,enemy,,
,,,,,,,,,
ツヅミ,F,183,響心奏打術,for_debuff,for_down,atkup,self,,
,,,,buff_self,any,crdamup,self,クリティカル発生率は低下する,
,,,響き渡る打音,against_debuff,any,guard_down,self,,
,,,,buff_self,in_combo,atkup,self,発動後は時間無制限,
,,,,add_debuff,skill,down,enemy,10回攻撃で発動　時間無制限,
,,,,,,,,,
# 魔神ロサビス戦,,,,,,,,,
,,,,,,,,,
ロザリア,F,184,亡国の魔剣,counter,defend,counterattack,enemy,,
,,,,add_debuff,counter,slow,enemy,,
,,,情愛の聖剣,buff_self,union,defup,self,条件：騎,
,,,,buff_self,union,speedup,self,条件：騎2名以上,
,,,,buff_self,counter,atkspeedup,self,カウンター2回以上,
ロサビス,K,90,魔神の鉄鋼,against_debuff,any,guard_down,self,,
,,,,for_debuff,for_slow,atkdefup,self,,
,,,,counter,guard,reflect_arrow,self,,
,,,鋼の忠心,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,dropout_self,atkdefup,self,,
,,,,,,,,,
# フーコの夏祭り,,,,,,,,,
,,,,,,,,,
シンフォニア,K,91,眩い法被,buff_all,wave_start,atkspeedup,all,,
,,,お祭りの先導者,buff_self,wave_start,atkspeedup,self,,
ヴェルナー,M,133,甚平の戦闘狂,element,attack,fire,self,,
,,,,buff_self,wave_start,atkup,self,,
,,,破壊の華火,buff_self,any,critup,self,,
,,,,killup,kill,atkup,self,,
ユニ,M,134,浴衣戦士の戦闘技能,add_debuff,attack,freeze,enemy,,
,,,,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,ぬるめの湯,against_debuff,any,guard_freeze,self,,
,,,,pierce,kill,pierce,enemy,,
ローエンディア,K,92,白百合の守護者,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_weaken,self,,
,,,,buff_self,any,guardup,self,,
,,,青嵐の奥義,skillup,any,skill_atkup,self,,
,,,,skillup,skill,skill_boost,self,,
エレミア,M,135,マナの素養,mana,battle_start,mana_charge,resource,,
,,,ユカタオブユカタ,skillup,any,skill_atkup,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
アリエッタ,P,50,雨上がりの虹,buff_one,wave_start,defup,hp_worst,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,安らぎの花,buff_self,heal,healareaup,self,,
フーコ,F,185,たましいのけいやく,buff_self,any,critup,self,,
,,,,skillup,any,skill_atkup,self,,
,,,ひめさまのくのいち,buff_self,any,speedup,self,,
,,,,buff_self,wave_start,atkup,self,,
,,,,buff_self,wave_start,critup,self,,
フィーナ,P,51,短夜の蛍火,heal,wave_start,heal_all,all,,
,,,,heal,wave_start,heal_one,hp_worst,,
,,,義勇軍への涼風,buff_all,in_sub,atkdefup,all,所属が義勇軍だと効果上昇,
,,,,,,,,,
シュゾン,K,93,笑顔の護り手,buff_self,any,defspeedup,self,,
,,,,mana,battle_start,mana_charge,resource,,
,,,鎧の絆,skillup,mana_charged,skill_atkup,self,,
,,,,buff_self,in_enemy_area,defup,self,,
,,,,buff_self,in_enemy_back,defup,self,,
,,,,,,,,,
# 罪の大陸新キャラ追加,,,,,,,,,
,,,,,,,,,
ホルスト,A,89,双銃闘術轟式,buff_self,attack,delayoff,self,攻撃回数とダメージが減少,
,,,,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,in_debuff,in_slow,atkspeedup,self,,
,,,,in_debuff,in_blind,atkspeedup,self,,
,,,双銃闘術煉式,counter,defend,counterattack,enemy,,
,,,,add_debuff,counter,slow,enemy,,
,,,,buff_self,hp_downto,fullup,self,,
ヨハンナ,A,90,劇場の悪魔,against_debuff,any,guard_blind,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,buff_self,members_debuff,atkspeedup,self,暗闇,
,,,,in_debuff,in_blind,atkspeedup,all,,
,,,悲劇の終演,buff_self,any,blind_boost,self,,
,,,,killup,kill_debuff,atkup,self,スロウ/暗闇,
ユディト,A,91,報復を誓う決意,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,add_debuff,attack,down,enemy,,
,,,,add_debuff,add_down,defdown,enemy,,
,,,終わらない凶弾,buff_self,hp_full,atkspeedup,self,,
,,,,buff_self,dropout_member,atkup,self,,
,,,,buff_self,wave_start,atkup,self,条件：HP100%,
ベッツィー,F,186,血浴び剣術,buff_self,any,critup,self,,
,,,,heal,critical,absorb,self,,
,,,血欲を断ちて,killer,vs_human,atkup,self,,
,,,,for_debuff,for_blind,atkup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,,heal,skill,absorb,self,,
,,,,,,,,,
# シャイニング・レゾナンスコラボ,,,,,,,,,
,,,,,,,,,
ジーナス,F,187,縮地＆不滅の肉体,buff_self,in_enemy_area,defspeedup,self,,
,,,,heal,in_base_area,heal_cycle,self,,
,,,裂帛の気合,buff_self,any,critdamup,self,,
,,,,add_debuff,critical,down,self,,
ゼスト,F,188,我流暗黒闘技,buff_self,in_combo,fullup,self,,
,,,,buff_self,boss_wave,atkspeedup,self,,
,,,絶大なる力,buff_self,has_mana,atkup,self,防御力低下　条件：戦マナ,
エクセラ,K,94,星の解放,against_debuff,any,guard_slow,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,buff_all,any,atkspeedup,all,,
,,,天翔ける刻の翼,add_debuff,attack,slow,enemy,,
,,,,for_debuff,for_slow,atkup,self,,
,,,,add_debuff,add_slow,delayup,enemy,,
,,,,add_debuff,add_slow,defdown,enemy,,
ベアトリス,F,189,暗黒忍術,buff_self,any,atkspeedup,self,,
,,,,,,,,,
,,,闇の瘴気,add_debuff,attack,poison,enemy,,
,,,,add_debuff,attack,down,enemy,,
ゲオルグ,K,95,神の恩恵,heal,any,heal_cycle,self,,
,,,,heal,wave_start,heal_self,self,,
,,,神を継ぐ者,invincible,dropout_self,invincible,self,,
,,,,buff_self,dropout_self,atkdefup,self,,
マリオン,A,92,コード・カノン,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,buff_self,any,critup,self,,
,,,コード・ソーサリー,pierce,kill,pierce,enemy,,
,,,,buff_self,any,crdamup,self,,
ヨアヒム,P,52,研究に溺れる者,buff_self,heal,healareaup,self,,
,,,,buff_self,attack,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,マッドサイエンティスト,cure_debuff,skill,cure_slow,all,,
,,,,cure_debuff,skill,cure_poison,all,,
,,,,cure_debuff,skill,cure_blind,all,,
,,,,,,,,,
ユーマ,F,190,竜の鼓動,against_debuff,any,guard_down,self,,
,,,,buff_self,any,atkdefup,self,,
,,,,heal,any,heal_cycle,self,,
,,,共鳴「レゾナンス」,buff_self,union,atkup,self,条件：弓,
,,,,buff_self,union,defup,self,条件：騎,
,,,,heal,others_skill,heal_self,self,,
,,,,buff_self,others_skill,atkup,self,,
ソニア,K,96,ナイトカウンター,buff_self,any,defup,self,,
,,,,counter,defend,counterattack,enemy,,
,,,アストリアの稲妻王女,mana,battle_start,mana_charge,resource,,
,,,,buff_self,in_front,atkdefup,self,条件：2名以上　3名以上でさらに上昇,
キリカ,A,93,虎穿ち＆貫きの弓構え,buff_self,attack,delayoff,self,,
,,,,buff_self,any,critup,self,,
,,,,add_debuff,critical,poison,enemy,,
,,,夏詠歌「日輪の煌き」,buff_all,wave_start,critup,all,,
アグナム,F,191,ライジングブレイズ,element,attack,fire,self,,
,,,,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,エンカレッジサークル,buff_self,mana_charged,atkup,self,,
,,,,skillup,mana_charged,skill_atkup,self,,
レスティ,K,97,零下の返刃,counter,defend,counterattack,enemy,氷属性,
,,,,add_debuff,counter,down,enemy,,
,,,必殲の崩撃,element,attack,ice,self,,
,,,,add_debuff,attack,down,enemy,,
,,,,add_debuff,skill,down,enemy,,
リンナ,P,53,セイントウィッチ,mana,battle_start,mana_charge,resource,,
,,,,buff_self,heal,healareaup,self,,
,,,ストリームヘイスト,buff_all,wave_start,speedup,all,,
,,,,,,,,,
ソニア,K,98,覚悟の盾,buff_all,any,defup,all,,
,,,,buff_self,guard,atkdefup,self,,
,,,オーラブレード,against_debuff,any,guard_slow,self,,
,,,,buff_self,attack,delayoff,self,,
,,,,buff_self,boss_wave,atkspeedup,self,,
キリカ,A,94,メイクアップ,buff_self,in_rear,atkspeedup,self,条件：2名以上,
,,,,buff_self,in_front,atkdefup,self,条件：2名以上,
,,,聖印の歌声,mana,battle_start,mana_charge,resource,,
,,,,buff_one,wave_start,atkup,fighter,一番近い対象,
,,,,buff_one,wave_start,defup,knight,一番近い対象,
,,,,,,,,,
# 2部6章,,,,,,,,,
,,,,,,,,,
フェーべ,K,99,アクセレータ,mana,in_chain,mana_cost_down,self,1Chainで-1　2Chainで-2,
,,,エクストラエナジー,buff_self,others_skill,fullup,self,,
,,,,heal,others_skill,heal_self,self,,
,,,,buff_self,mana_empty,skill_once,self,,
エレメンガルト,K,100,キリングエンジン,buff_self,own_skill,atkup,self,フィールドに敵が多いほど効果上昇,
,,,,buff_self,own_skill,defspeedup,self,条件：フィールドに敵が4体以上,
,,,一滴の意思,heal,use_mana,heal_self,self,条件：マナ2個使用,
,,,,cure_debuff,use_mana,cure_all,self,条件：マナ2個使用,
,,,,buff_self,use_mana,defup,self,条件：マナ2個使用,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
ケーテ,K,101,明日への弾丸,mana,battle_start,mana_charge,resource,,
,,,,buff_self,boss_wave,fullup,self,,
,,,リベリオンエンジン,buff_self,mana_lost,atkup,self,,
,,,,mana,boss_wave,recycle_scrap,resource,,
ハンネス,A,95,ブレイクエンジン,buff_self,any,critup,self,,
,,,,pierce,kill,pierce,enemy,,
,,,ギガンティックボディ,add_debuff,critical,atkdown,enemy,,
,,,,buff_self,use_mana,atkup,self,条件：マナ3個使用,
,,,,buff_self,use_mana,critup,self,条件：マナ3個使用,
オリヴィア,A,96,ラピットファイア,buff_self,in_attacking,atkup,self,,
,,,エマージェンシエンジン,buff_self,own_skill,atkup,self,フィールドに敵が多いほど効果上昇,
,,,,buff_self,own_skill,speedup,self,条件：フィールドに敵が3体以上,
,,,,buff_self,own_skill,delayoff,self,条件：フィールドに敵が3体以上,
,,,,,,,,,
アルトルム,F,192,拳で語れ,buff_self,in_combo,atkdefup,self,移動速度減少,
,,,ダンディエンジン,heal,use_mana,heal_self,self,,
アリーナ,F,193,ヘヴィモーター,mana,in_chain,mana_cost_down,self,2Chainで-2,
,,,この拳にかけて,buff_self,in_head,atkspeedup,self,,
,,,,mana,kill,mana_drop,resource,スキルの場合のみ,
ディートリンデ,K,102,セーフティジャニー,buff_self,guard,atkspeedup,self,,
,,,ロコモエンジン,buff_self,own_skill,defup,self,フィールドに敵が多いほど効果上昇,
フロレンツィア,K,103,ヒートアップ！,buff_self,any,atkup,self,マナが多いほど攻撃力低下,
,,,パイロエンジン,buff_self,use_mana,fullup,self,条件：マナ3個使用　3回まで,
フリードリッヒ,K,104,不朽のボディ,against_debuff,any,guard_poison,self,,
,,,,against_debuff,any,guard_down,self,,
,,,,against_debuff,any,reduce_weaken,self,,
,,,,against_debuff,any,guard_seal,self,,
,,,,against_debuff,any,guard_curse,self,,
,,,フルメタルエンジン,buff_self,own_skill,defup,self,フィールドに敵が多いほど効果上昇,
エーリヒ,A,97,エリート狙撃兵,buff_self,attack,single_shoot,self,,
,,,,buff_self,attack,atkup,self,,
,,,,buff_self,any,critup,self,,
,,,警邏隊の義務,buff_one,wave_start,defspeedup,hp_worst,弓のみ,
ランドルフ,A,98,叩き上げガンマン,buff_one,wave_start,atkup,archer,一番近い対象,
,,,警邏隊のゾンビ野郎,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,heal,wave_start,heal_self,self,,
ミリヤム,A,99,知識の蓄積,buff_self,wave_start,atkup,self,,
,,,過去からの学び,mana,battle_start,mana_charge,resource,,
,,,,skillup,scrap_charged,skill_atkup,self,,
ビアンカ,P,54,広い世界では,mana,boss_wave,recycle_scrap,resource,,
,,,感じる光,mana,in_chain,mana_cost_down,self,1Chainで-1,
,,,,,,,,,
クルト,F,194,大切なドリル,for_debuff,for_down,atkup,self,,
オティーリエ,K,105,自己修復,heal,wave_start,heal_self,self,,
アンチェ,K,106,大切な時計,buff_self,hp_downto,defspeedup,self,,
アニヤ,K,107,クイズ自慢,resource,battle_end,expup,resource,,
アレックス,K,108,弱者を守る信念,buff_self,hp_downto,atkdefup,self,,
カーヤ,K,109,メタルキラー,killer,vs_machine,atkup,self,,
イリーネ,A,100,市街戦闘,field,in_town,fullup,self,,
,,,,field,in_castle,fullup,self,,
レーネ,A,101,早撃ち賞金稼ぎ,buff_self,boss_wave,atkspeedup,self,,
ラース,P,55,誇りのブローチ,buff_self,any,healup,self,,
,,,,against_debuff,any,guard_poison,self,,
,,,,,,,,,
ツィスカ,K,110,火事場力,buff_self,hp_downto,atkup,self,,
エッケハルト,A,102,弱点狙い,pierce,kill,pierce,enemy,,
,,,,,,,,,
ライラック,K,111,弔い悔やむ紫花,buff_self,any,critup,self,,
,,,,buff_self,waiting,atkup,self,,
,,,弔い生きる紫花,buff_self,hp_upto,atkup,self,,
,,,,heal,in_base_area,heal_cycle,self,,
,,,,killer,vs_black,atkdefup,self,,
,,,,,,,,,
# 九領キャラ追加,,,,,,,,,
,,,,,,,,,
ミシマ,F,195,海を率いる領主,buff_self,wave_start,atkup,self,,
,,,,buff_self,wave_start,critup,self,,
,,,,add_debuff,critical,down,enemy,,
,,,,field,in_beach,atkspeedup,self,,
,,,,field,in_ship,atkspeedup,self,,
,,,,field,in_sea,atkspeedup,self,,
,,,野望を抱く海の覇者,buff_jobs,any,atkup,fighter,,
,,,,buff_weapons,any,speedup,weapons,対象：斬,
,,,,buff_weapons,any,critup,weapons,対象：斬,
ムラクモ,F,196,雲散霧消の一刃,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
,,,,buff_self,any,critup,self,,
,,,義勇軍の白雲,mana,battle_start,mana_charge,resource,フィールドが荒地なら2個,
,,,,add_debuff,skill,down,enemy,,
,,,,field,in_wasteland,atkup,self,,
クズノハ,M,136,孤独な式神使い,buff_self,in_attacking,atkup,self,,
,,,,for_debuff,for_curse,atkup,self,,
,,,,for_debuff,for_down,atkup,self,,
,,,絆の式神,buff_all,any,defup,all,,
,,,,add_debuff,add_curse,speeddown,enemy,,
,,,,add_debuff,add_curse,delayup,enemy,,
キョウカ,F,197,愛の応援,killer,vs_ogre,atkup,self,,
,,,,buff_all,in_sub,atkspeedup,all,防御力低下,
,,,鬼の本性,buff_self,hp_downto,atkspeedup,self,HP4/5以下,
,,,,buff_self,hp_downto,atkspeedup,self,HP3/5以下,
エンクウ,P,56,高徳な坊主,heal,wave_start,heal_one,hp_worst,,
,,,,buff_one,wave_start,defup,hp_worst,,
,,,飢えを救う歩み,heal,wave_start,heal_one,other,一番近い対象,
,,,,buff_one,wave_start,defup,other,一番近い対象,
,,,,,,,,,
# 竜徹フェス,,,,,,,,,
,,,,,,,,,
フリージア,M,137,極氷使いの魔術師,element,attack,ice,self,,
,,,,add_debuff,attack,freeze,enemy,凍結時間延長,
,,,清輝の氷,buff_jobs,wave_start,speedup,fighter,,
,,,,buff_jobs,wave_start,atkup,magician,,
,,,,add_debuff,skill,freeze,enemy,,
,,,,,,,,,
# お菓子とおばけと子供たち,,,,,,,,,
,,,,,,,,,
テルー,M,138,まのわるいおばけ,buff_self,in_move,invisible,self,,
,,,,buff_self,in_invisible,atkspeedup,self,,
,,,,buff_self,hp_full,atkup,self,,
,,,だいじななかま,mana,wave_start,mana_boost,resource,,
,,,,buff_all,in_sub,atkdefup,all,,
シュガー,M,139,夢のような魔法,heal,wave_start,heal_one,hp_worst,,
,,,,heal,in_base_area,heal_cycle,self,,
,,,お菓子のゴーレム,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,,,,,,
# アトリエ「アーランドシリーズ」コラボ,,,,,,,,,
,,,,,,,,,
トトリ,M,140,凄腕冒険者の資質,killup,kill,critup,self,,
,,,,mana,kill,mana_drop,resource,,
,,,友情の証明,buff_self,mana_droped,atkup,self,戦マナでさらに上昇,
,,,,buff_self,mana_droped,critup,self,,
メルル,M,141,王国のお転婆姫,combat,attack,combat,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,union,defup,self,条件：僧,
,,,ポジティブ思考,heal,in_base_area,heal_cycle,self,,
,,,,buff_self,in_enemy_area,atkup,self,,
,,,,buff_self,in_enemy_area,critdamup,self,,
ステルク,K,112,騎士の護り,buff_others,any,defup,all,,
,,,,buff_self,mana_droped,atkdefup,self,,
,,,内なる炎,buff_self,union,defup,self,条件：魔,
,,,,buff_self,boss_wave,atkdefup,self,,
,,,,buff_self,boss_wave,critup,self,,
,,,,heal,boss_wave,heal_cycle,self,,
ミミ,F,198,反射神経,buff_self,any,speedup,self,,
,,,,mana,wave_start,slot_slow,resource,,
,,,大切な友達,buff_self,mana_droped,atkdefup,self,魔マナのみ,
クーデリア,A,103,突撃爆弾娘,mana,battle_start,mana_charge,resource,,
,,,,buff_self,any,critup,self,,
,,,親友の力,mana,battle_start,mana_charge,resource,魔マナ追加　条件：魔,
,,,,buff_self,mana_lost,atkup,self,,
ケイナ,P,57,幸運の星,buff_self,any,healareaup,self,範囲が前方に広がる,
,,,,resource,battle_start,treasure,resource,,
,,,お目付けマスター,buff_jobs,any,defup,magician,,
,,,,,,,,,
ロロナ,M,142,旅人の靴,buff_self,any,speedup,self,,
,,,,resource,battle_end,ap_recover,resource,,
,,,錬金術のパイ,heal,wave_start,heal_one,hp_worst,,
ロロナ,M,143,ホムサポート,buff_self,others_skill,atkup,self,,
,,,,resource,battle_end,expup,resource,,
,,,,resource,battle_end,ap_recover,resource,,
,,,アーランドの錬金術士,buff_all,others_skill,defup,all,条件：騎,
,,,,buff_all,others_skill,critup,all,条件：戦,
,,,,buff_all,others_skill,speedup,all,条件：弓,
,,,,,,,,,
リュドミラ,F,199,堕天使の看護,heal,wave_start,heal_all,all,,
,,,,against_debuff,any,reduce_poison,self,,
,,,,against_debuff,any,reduce_weaken,self,,
,,,鮮血の白衣,heal,attack,absorb,self,スキルでさらに上昇,
,,,,for_debuff,for_poison,atkup,self,,
,,,,for_debuff,for_blind,atkup,self,,
ナナイ,M,144,錬金術の攻撃転用,buff_self,any,poison_atkup,self,,
,,,,add_debuff,add_poison,defdown,enemy,,
,,,想いの錬金術,buff_all,any,atkup,all,,
,,,,buff_all,in_sub,defspeedup,all,,
,,,,,,,,,
# ショートストーリーズフェス,,,,,,,,,
,,,,,,,,,
キララネ,M,145,カミオロシの神子,buff_self,in_attacking,atkspeedup,self,,
,,,,mana,battle_start,mana_charge,resource,2個,
,,,決して忘れぬ温情の心,buff_self,union,atkup,self,条件：戦2名以上,
,,,,buff_self,union,critdamup,self,条件：戦3名以上,
,,,,add_debuff,critical,tumble,enemy,,
,,,,,,,,,
# 相剋の精霊島,,,,,,,,,
,,,,,,,,,
リンセ,F,200,アクティブリンクス,buff_self,any,speedup,self,,
,,,,heal,any,heal_cycle,self,,
,,,,buff_self,in_enemy_area,atkup,self,,
,,,,heal,in_enemy_area,heal_cycle,self,,
,,,山猫の連携体制,buff_jobs,any,defup,fighter,,
,,,,buff_jobs,union,atkup,jobs,条件：戦＋弓4名以上　対象：戦/弓,
アギーラ,F,201,強いやつはどこだ！,buff_self,boss_wave,atkdefup,self,,
,,,,buff_self,in_front,atkup,self,条件：2名以上,
,,,真の強さ,buff_self,own_skill,fullup,self,フィールドに敵が多いほど効果上昇,
スピリオーナ,A,104,夜陰の人魂,field,in_forest,atkspeedup,self,,
,,,,field,in_night,atkspeedup,self,,
,,,赤いお守り,buff_self,any,critup,self,,
,,,,add_debuff,critical,blind,enemy,,
,,,,for_debuff,for_blind,atkup,self,,
リーニャ,A,105,静かな森の守護者,mana,battle_start,mana_charge,resource,,
,,,,heal,wave_start,heal_all,all,,
,,,森とともに生きる,mana,kill,mana_drop,resource,森林で確率上昇,
,,,,,,,,,
ソフィー,M,146,オフェンスアクト,buff_self,link,atkup,self,条件：3名以上,
,,,ディフェンスアクト,heal,others_skill,heal_all,all,,
サクヤ,F,202,Mode：クリムゾン,mana,battle_start,mana_charge,resource,2個,
,,,,element,attack,fire,self,,
,,,紅蓮の剣匠,buff_self,in_combo,atkspeedup,self,防御力低下,
,,,,,,,,,
# 聖剣伝説コラボ,,,,,,,,,
,,,,,,,,,
ケヴィン,F,203,金狼の塊,buff_self,any,atkup,self,,
,,,,buff_self,any,critup,self,,
,,,月夜の人狼,mana,wave_start,mana_boost,resource,フィールドが夜間で効果上昇,
,,,,field,in_night,defspeedup,self,,
,,,,heal,wave_start,heal_one,hp_worst,,
ホークアイ,F,204,幸運のサイコロ,mana,battle_start,mana_charge,resource,2個,
,,,,buff_self,any,registup,self,,
,,,,counter,guard,reflect_magic,self,,
,,,ナバールの義賊,mana,kill,mana_drop,resource,,
,,,,add_debuff,attack,poison,enemy,,
,,,,buff_one,wave_start,fullup,other,一番近い対象,
シャルロット,P,58,聖水のこびん,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,buff_self,combat,atkdefup,self,,
,,,,killer,vs_skeleton,atkup,self,,
,,,すぺしゃるこーす,buff_self,mana_charged,healareaup,self,,
,,,,buff_jobs,wave_start,barrier,fighter,スロウ/呪い/封印,
,,,,heal,wave_start,heal_jobs,fighter,,
,,,,,,,,,
ランディ,F,205,マナの刃,buff_self,waiting,atkup,self,,
,,,聖剣の勇者,buff_jobs,union,atkdefup,jobs,条件：自身以外の戦/魔　対象：戦/魔,
プリム,F,206,ムーンセイバー,heal,attack,absorb,self,,
,,,ラッシュ,buff_self,wave_start,atkup,self,防御力低下,
,,,,buff_jobs,wave_start,atkup,fighter,一番近い対象　防御力低下,
ポポイ,M,147,スリープフラワー,add_debuff,attack,down,enemy,,
,,,オイラにまかせな！,buff_self,in_combo,atkspeedup,self,,
,,,,,,,,,
デュラン,F,207,闘士の証,buff_self,wave_start,atkup,self,,
,,,決闘者,buff_self,union,atkup,self,条件：騎,
,,,,buff_self,union,critup,self,条件：僧,
,,,,buff_self,union,crdamup,self,条件：魔,
リース,K,113,グレイプニル,add_debuff,attack,fulldown,enemy,スキルで確実に発動,
,,,風の鋭牙,buff_self,combat,delayoff,self,,
,,,,buff_self,any,speedup,self,,
,,,,buff_self,hp_downto,defspeedup,self,,
アンジェラ,M,148,禁呪の書,mana,battle_start,mana_charge,resource,,
,,,,buff_self,mana_charged,atkup,self,,
,,,秘めたる魔力の解放,buff_all,any,atkup,all,,
,,,,buff_jobs,any,atkspeedup,magician,,
,,,,,,,,,
シジマ,P,59,武門を極める者,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,healdelayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,,buff_self,any,healup,self,,
,,,,counter,defend,counterattack,enemy,,
,,,,heal,others_skill,heal_all,all,スキル使用者が戦,
,,,武門の果てを目指して,buff_self,own_skill,atkup,self,,
,,,,buff_self,skill_hit,atkspeedup,self,,
ダスティ,F,208,実戦販売,buff_self,any,critup,self,,
,,,,resource,battle_end,goldup,resource,,
,,,ダスティ商会営業中,buff_others,any,atkup,all,,
,,,,,,,,,
# 2部7章,,,,,,,,,
,,,,,,,,,
セラフィー,F,209,翼人階級「熾典」,against_debuff,any,guard_slow,self,,
,,,,buff_self,super_gauge_max,fullup,self,,
,,,美麗なる翼,mana,battle_start,mana_charge,resource,,
,,,,buff_self,hp_upto,atkup,self,,
,,,,buff_self,hp_upto,crdamup,self,,
クライン,F,210,懲役一億年,heal,wave_start,heal_self,self,,
,,,,invincible,dropout_self,invincible,self,,
,,,,heal,dropout_self,heal_self,self,,
,,,,buff_self,dropout_self,atkdefup,self,,
,,,朽ちない心,buff_self,wave_start,atkdefup,self,,
,,,,against_debuff,any,guard_down,self,,
,,,,add_debuff,critical,push,enemy,,
ツァーリ14世,K,114,王の中の王,buff_all,super_gauge_max,atkdefup,all,自分以外の味方全体が低下,
,,,我が愛する民たちよ,heal,any,heal_cycle,self,,
,,,,field,in_battlefield,fullup,all,,
,,,,buff_self,dropout_member,atkdefup,self,,
レノ,A,106,賭博師の定石,resource,battle_start,treasure,resource,,
,,,,mana,wave_start,slot_slow,resource,,
,,,,buff_self,boss_wave,atkup,self,,
,,,,buff_self,boss_wave,critup,self,,
,,,揺るがぬ確信,buff_all,mana_charged,atkup,all,,
,,,,buff_all,mana_charged,critdamup,all,,
イシュチェル,A,107,感知乃義眼,buff_self,any,critup,self,,
,,,,mana,kill,mana_drop,resource,クリティカルのみ,
